作品,人物,PageRank,介数中心性,度中心性,接近中心性
而已集,嵇康,0.04200202647964955,0.09040828113199165,0.13008130081300814,0.26511861009021054
而已集,阮籍,0.028129332345130136,0.029983562130703287,0.07317073170731708,0.20588998443175924
而已集,刘伶,0.002507920241872439,0.0,0.008130081300813009,0.18087531342603147
而已集,嵇阮,0.003766336099035776,0.006570705051312808,0.016260162601626018,0.18609287054409007
而已集,管叔,0.009728719320960645,0.0,0.024390243902439025,0.029036004645760744
而已集,蔡叔,0.009728719320960645,0.0,0.024390243902439025,0.029036004645760744
而已集,管蔡论,0.004361597318386051,0.0,0.016260162601626018,0.18172449330127108
而已集,管蔡,0.004361597318386051,0.0,0.016260162601626018,0.18172449330127108
而已集,吕安,0.002507920241872439,0.0,0.008130081300813009,0.18087531342603147
而已集,何曾,0.0024680932765181757,0.0,0.008130081300813009,0.15120045731707318
而已集,魏晋,0.002507920241872439,0.0,0.008130081300813009,0.18087531342603147
而已集,阮咸,0.0024680932765181757,0.0,0.008130081300813009,0.15120045731707318
而已集,陶潜,0.005536034774494629,0.009063041450086632,0.016260162601626018,0.18258168430740912
而已集,易代,0.0035624903625772605,0.0,0.008130081300813009,0.1382404181184669
而已集,灵帝,0.008064516129032258,0.0,0.008130081300813009,0.008130081300813009
而已集,黄巾,0.008064516129032258,0.0,0.008130081300813009,0.008130081300813009
而已集,袁绍,0.0045830844384676045,0.0,0.016260162601626018,0.17755650033564557
而已集,武帝,0.012526752475248974,0.0009440668177173575,0.04065040650406505,0.18432055749128923
而已集,魏武帝,0.004403030657185336,0.0,0.016260162601626018,0.13973760676234923
而已集,魏武,0.0068857131699512925,0.008218934648362878,0.024390243902439025,0.17920054200542007
而已集,魏书,0.01816596315208638,0.019736549824514636,0.05691056910569106,0.18609287054409007
而已集,武帝纪,0.007330585410138819,0.0,0.024390243902439025,0.18258168430740912
而已集,明帝,0.008064516129032258,0.0,0.008130081300813009,0.008130081300813009
而已集,魏明帝,0.008064516129032258,0.0,0.008130081300813009,0.008130081300813009
而已集,杨修,0.0027327629215602315,0.0,0.008130081300813009,0.17674574006014032
而已集,尉氏,0.008064516129032258,0.0,0.008130081300813009,0.008130081300813009
而已集,陈留尉,0.008064516129032258,0.0,0.008130081300813009,0.008130081300813009
而已集,后汉书,0.0027327629215602315,0.0,0.008130081300813009,0.17674574006014032
而已集,魏氏,0.003525839281072294,0.0,0.008130081300813009,0.1402439024390244
而已集,曹爽,0.007655941418002493,0.020469589941801057,0.032520325203252036,0.19549150036954918
而已集,齐王,0.0048830740579925945,0.0,0.016260162601626018,0.18520247403430973
而已集,曹芳,0.0048830740579925945,0.0,0.016260162601626018,0.18520247403430973
而已集,曹爽传,0.0041999074347682805,0.0,0.016260162601626018,0.15994759121144933
而已集,魏略,0.0027537853271664757,0.0,0.008130081300813009,0.1402439024390244
而已集,何平叔,0.008064516129032258,0.0,0.008130081300813009,0.008130081300813009
而已集,平叔,0.008064516129032258,0.0,0.008130081300813009,0.008130081300813009
而已集,刘孝,0.008954754922496854,0.0,0.016260162601626018,0.016260162601626018
而已集,刘孝标,0.008954754922496854,0.0,0.016260162601626018,0.016260162601626018
